author_name,author_desc,tweet,language
Workout Easy,Get in shape with @MyTraining. Download the FREE iPhone App:,"hello, I noticed that you're a gym lover, so I invite u to test my free app, it's known as ""my training"" on Apple https://t.co/lRBzeOVqtN",en
Hi Tech World,"All the hardware news you ever wanted, in one profile only !",Apple iOS 10 Has 25 Great Secret Features - Forbes https://t.co/RTue4FPAtb,en
Zanetta Eave-Barnett,#Election2016 #Black Community #Entertainment #Food & Drink #Gov Officials & Agencies #Government & Politics News #Humanitarian #Political News #US & World News,Sikh hate crimes since 9/11 - CNN https://t.co/FEvX63fxcy,en
James C Bruckelmeyer,"Virginia Tech Graduate, Virginia Beach Native, Married the Love of my Life, Privileged to Lead the Greatest Team in Retail!","C'mon America... Wake up to the 3rd Party!! You have options and @GovGaryJohnson is a great one!! #Libertarian 

https://t.co/FsCXnGJqvR",en
fish,Fuck off snap: markin_0f,RT @scumnigger: Just copped the boneless earphones early release thanks @Apple https://t.co/YLfN1TKLjb,en
Arthomoro Cellular,Kunjungi Outlet Kami di : 1.Jl.Ayani Km.2 | 2.Jl.Veteran | 3.Jl.Perintis Kemerdekaan | 4. Jl.Ayani Km.34 Banjarbaru,"@AndikaGDHadi iphone 6s 64gb rose gold hrg kisaran 9,5-10,5jt. Garansi apple internasional. Barang ready",in
Kennedy Racing Team,Official twitter account for the present 21k and the future of the 21k sprint car. The famous kennedy blue has seen 3 generations. @tj_kennedy_20k,"RT @tj_kennedy_20k: The new iOS 10 update, Siri sounds depressed... #whatgives #apple #iphone #siri #iOS10",en
Vilcu Paul,System Center Administrator,"Update to add Apple iOS 10 to the Supported Platforms list for System Center Configuration Manager, version 1606 https://t.co/2xeR5ytLpF",en
Fitness Training,Get in shape with @MyTraining. Download the FREE iPhone App:,"hello, I checked that you're a gym lover, so I suggest you to check my new app, it's called ""my training"" on Apple https://t.co/xRr4Xe1c0L",en
YERI!,I Sure Do Love Kim Yerim.,@JOYURV what does this emoji look like on apple.,en
Workout Gainz,Get in shape with @MyTraining. Download the FREE iPhone App:,"heyy, I saw that u are a exercise fan, so I encourage you to test my free app, it's known as MyTraining on Apple https://t.co/HyS3kQiE64",en
Judy,,RT @mandari6: Latest: US vs. Apple over San Bernardino iPhone #iPhone... https://t.co/9ApHWjeoUA #iPhone,en
Chris Haney,paper salesman at dunder mifflin bakersfield,Apple just keeps fucking up,en
Blue Streak Advances,Fast & Easy Business Funding.,https://t.co/M1OlbJWuMn Liked &amp; Shared: iPhone 7 preorders just lifted Apple stock https://t.co/bYyYv65t17,en
amber,Gossip girl. YOLO. style & fashion,RT @whitebettys: Apple on course for approval to open stores in India #TimCook... https://t.co/uOJ9uoy8np #TimCook,en
L.,snap : lux_jesus,RT @cleliabento___: A Apple errou muito nesses emojis.,pt
Sofia,once you go mixed all your problems get fixed,RT @mandari6: Latest: US vs. Apple over San Bernardino iPhone #iPhone... https://t.co/9ApHWjeoUA #iPhone,en
COMPUTER DEALS USA,HOT COMPUTER DEALS,"#savemoney #USA : #4492 Apple iPad 2 32GB, Wi-Fi, 9.7in - White (MC980LL/A) https://t.co/damiskVBHi https://t.co/8OhgASkP8d",en
Shawn,Who Knows?,RT @whitebettys: Apple on course for approval to open stores in India #TimCook... https://t.co/uOJ9uoy8np #TimCook,en
Kaylee Alexandra,Medical Assisting. 19. Walter,"RT @FemalePains: idc, Apple could never ever top the iconic iOS 7 update https://t.co/D8azo5XCF9",en
ciara McEgg,I think I'm Blair Waldorf,"RT @FemalePains: idc, Apple could never ever top the iconic iOS 7 update https://t.co/D8azo5XCF9",en
6979,Fiorentina e il Whitecaps.,RT @itsdaniellie: So how do I revert my notifications to order by app rather than by time received? #iOS10 @Apple @AppleSupport,en
Magda,18. Queer. cas!girl. Proud Destiel shipper. Tfw is everything. Misha is the light of my life. Cockles trash. Adam Lambert fan. Feminist. Tv show junkie.,RT @mandari6: Latest: US vs. Apple over San Bernardino iPhone #iPhone... https://t.co/9ApHWjeoUA #iPhone,en
Renee Galvan,I have no followers because I block them. My account is for me and my agenda only.,@realDonaldTrump @IvankaTrump @GOP @Reince Ivanka Trump wrong about Trump Organization's leave policy https://t.co/S5O10ZOaR6,en
Renie57,,@JuddLegum @feistybunnygirl Apple doesn't fall far from the tree.,en
Kimiko Mura,"I post tweets that you might like. Follow Me and I might follow you, but no promises ;)","TechCrunch: Twitter launches on Apple TV, Fire TV and Xbox One https://t.co/bc22vbIxR6 #roc",en
Mac App Store Top 20,http://j.mp/1mMfen3 Mac App Store Top 20 . United States China Korea United Kingdom France Australia Germany Japan  http://j.mp/YolpPN,Japan Paid 79. JotSpot - Simple Word Processor - Alisa Bliss  https://t.co/UhRkBmc5zg  #mac  #apple  3856,en
Apple What's Up,Various Apple News.,"Apple releases iTunes 12.5.1 with all-new Apple Music design, iOS ... - AppleInsider (press release) (blog) https://t.co/QlEg5nxewN",en
Fitness Appstore,Get in shape with @MyTraining. Download the FREE iPhone App:,"hello, I saw that u are a gym admirer, so I invite you to try my iOS app, it's known as MyTraining on Apple https://t.co/h5kHRbtepM",en
Bill Braxton,"Go farther, go further, go harder, is that not why we came? And if not then why bother? #LongLiveHerman SnapChat:bill4458",How long has the Apple health app been on my phone?,en
Apple What's Up,Various Apple News.,iCloud Music Library down for many users following Apple's iTunes ... - 9 to 5 Mac https://t.co/veUNnr2byc,en
Mathieu Mears,Founder and Director of Business Development of Mears & Company Ltd. http://mearsandco.com #UB C/O 2017,RT @RyanMorse33: Redd's Apple Ale: fire your ad agency wtf.,en
taylor,Jesus is my happy,"RT @FemalePains: idc, Apple could never ever top the iconic iOS 7 update https://t.co/D8azo5XCF9",en
US Press World,"All the US local and national news, #realtime for you. Don't miss anything, follow us!",Best Buy pushes Apple Watch Series 2 release date to September 28 for most - 9 to 5 Mac https://t.co/TRoXUr1sf1 https://t.co/2FqX73IoJ3,en
Angela J. Ford,Author of http://www.TheFourWorldsSeries.com.  Digital Marketing Strategist. Coffee Lover. Traveler. Multi-passionate millennial. #TheFiveWarriors,@MollyJV_ for real is that a possibility? If we complain loud enough will @Apple hear us?,en
Fitness Apple,Get in shape with @MyTraining. Download the FREE iPhone App:,"heyy, I checked that u are a fitness fan, so I ask you to see my iOS app, it's known as MyTraining on apple store https://t.co/KFUq0PugRJ",en
Your girls' Vicio,,"RT @SavageHumor: idc, Apple could never ever top the iconic iOS 7 update https://t.co/mE6UPFJyhq",en
R.I.P Twone,Everything I Do Is For My Superman Twone Rest Easy BabyBoy,Apple Wild Is Shit For This Update,en
Workout Gain,Get in shape with @MyTraining. Download the FREE iPhone App:,"hello, I noticed that u are a training fan, so I ask you to test my iOS app, it's called MyTraining on Apple https://t.co/JnkPa4xyrJ",en
n,"i met the loml aka Jc Caylen on September 3rd, 2016 and September 4th.","RT @FemalePains: idc, Apple could never ever top the iconic iOS 7 update https://t.co/D8azo5XCF9",en
iPhone | Unlocks,A Factory Unlock Seller | Having trouble with your iPhone | I can help! Just shoot a email or DM: Support@DecipherMyi.com |,Apple's iPhone 7 Chip Orders Are Higher Than Expected https://t.co/b7Dwb3z3wt,en
Presence Patience,"Life is short, memories forgotten, is it really the mind that refutes the presence.",'Using a phone at the wheel should be treated like drink driving': Plans to increase pe... - Daily Mail https://t.co/AVpUrIEdB5,en
ProG4mer,"PS4 ID: WizardMD, I love to play soccer, video games plus I'm a Physician",Tales of Berseria Gets Lovely 1080p Screenshots in English and New Trailer - DualShockers https://t.co/lgaYxJUh9k,en
Sean Junkins,Instructional Coach. Apple Distinguished Educator. Google Certified Innovator. STAR Discovery Educator.,RT @rmbyrne: NEW Apple Teacher Site Offers FREE Professional Development via Free Technology for Teachers - ... https://t.co/9r3OrMlp5P,en
jenna,I should probably be taking a nap right now,"RT @FemalePains: idc, Apple could never ever top the iconic iOS 7 update https://t.co/D8azo5XCF9",en
joKotten Web&Service,"Wir bieten Ihnen Webhosting, Webdesign, Domains, Domainregistrierung und Domainservice aus einer Hand.","APPLE iPhone 6 Plus 128 GB  5,5 Zoll  iOS 8 LTE 8MP Kamera OVP -  https://t.co/LeAAxrwMj3 
   Artikelmerk... https://t.co/XKQ9zvbiKP",de
Nick,,RT @J_Gillottles: Honestly I'm into all that cheesy fall shit like apple picking and hay rides. But let's smoke a blunt before we go,en
Workout Plans,Get in shape with @MyTraining. Download the FREE iPhone App:,"hi, I saw that you're a gym lover, so I encourage u to check my free app, it's known as MyTraining on apple store https://t.co/CYfFgOqy43",en
Sam Beazley,Bloomsburg '19,RT @_annettevan: Join phi kappa apple pie sig chi rho rho rho your boat delta omega 3 fish oil,en
zeaheni,,Apple iPhone 4 32 GB White Smartphone [Refurbished/Garansi Distributor] | https://t.co/nLiwvZH0WW https://t.co/vA2Rnukp4Z,en
dgehrk,Artist of Many Things + Thanks for following xo,@Apple ios10 is 10 steps back for you guys.,en
Dean,Quaintrelle. Fumbling through my 20's...and loving every minute of it.,"Also: Apple owns Beats. Why are we walking around w/ shitty headphones out the box, STILL?",en
sarah,fly high parker,@Apple @AppleSupport honestly just kill yourselves already,en
GeekyTechNews,Fully automated geek and tech news system. Currently adding logo and lots of automated stuff. My owner is @HACKSCOMICON .,The Verge tweeted: https://t.co/QYHZdnLJl2,en
Triple M Communicati,"Public relations consulting focusing on Technology PR, writing, digital media, media relations/media training & content marketing. Business account for @samkj27","RT @MosenConsulting: If you only read 1 review of the new iPhones, this thorough Ars Technica piece should be it. https://t.co/zcL7EtO6PO",en
EmelineTheGreat,"5'2 20yo. UT grown. 
I love places that make you realize how tiny you and your problems are.
the mountains are calling...and I must go.","RT @QuebecTango: Fool me once: shame on you.
Fool me twice: shame on me.
Fool me seven times: Bravo, Apple! 

#iphone7",en
thuggga thugga,geeeeeeving,@Apple PUT EVERYTHING BACK THE WAY IT WAS,en
Alex Charner,"Consultant, designer and trainer @ercconsultants. Co-founder @hupproductions. Artist with #DalveroAcademy. Adore @caraconsilvio and Marty the black lab.",RT @speechboy71: Apple doesn't fall far from the tree https://t.co/st7jnN9aHa,en
jamila abee,"When a wall blocks your path, knock it down and build steps.",Like your favorite #recipes to help to other users to #cook your favorite cooked recipes https://t.co/MzjDLCDkq3,en
highly beautiful ite,highly beautiful items,Apple iPhone 6s Plus - 16GB - Space Gray (Unlocked) *iOS 10* AppleCare 8/17 https://t.co/gPrvD3mAhm https://t.co/FBjdlslaeF,en
THAT MF CAUDACITY,Kpop fan | Pro-Black as fuck | #BlackLivesMatter,RT @NathanZed: why did Apple think I needed this big ass old-people font https://t.co/cP5lNn5Kws,en
Ivonne,blessed.,RT @basicallylewis: I paid for apple not fucking samsung https://t.co/IQ1ovDX0gS,en
Mari Reive,"Musician, book lover, tea drinker, good cook, & discerning wine drinker.",RT @MasterChoraleTB: Wow! Thank you everyone!! #10 on the Top Classical Albums on iTunes! https://t.co/NakjOQ045W https://t.co/sSYVYPNUab,en
taylour,weird girl. ga southern '18. sc: taypass,RT @_SydWrites: Apple really raised the bar with this commercial https://t.co/9JHWFhlxVY,en
Cameron,"Never settle. Beauty in the struggle, ugliness in the success. https://www.youtube.com/watch?v=gV6ob0Ycwrk&feature=share",@Apple your update sucks,en
kay,nnhs cheer & track | Justin Bieber |,"RT @meechonmars: Us: Wyd?
Apple: The Most https://t.co/2MbqaR1Yyy",en
Jessie Rose,,Check out Kendall and Kylie! #kkgame https://t.co/IRvcdS3PGF https://t.co/6SPFt5Tb72,en
Fitness Tips,Get in shape with @MyTraining. Download the FREE iPhone App:,"heyy, I noticed that u are a fitness lover, so I suggest you to try my iOS app, it's known as MyTraining on Apple https://t.co/jNofPCj07w",en
DM,LHS'18,"RT @FreddyAmazin: idc, Apple could never ever top the iconic iOS 7 update https://t.co/wydzIVfIWS",en
TopFiveTraders,A cool subscription site 4 stock traders http://topfivetraders.com/ -  Twitter handle 4 entertainment and not advice - consult a financial advisor be4 investing,It's A No Brainer. google  https://t.co/r6iEq4qlwP,en
Lowell Black,Blogging to keep the Seventh-day Adventist Church true to what it teaches.,RT @Rodney_Walker: #iPhone 7 Reviews Discuss #Apple's Cocky Vision Of The Future https://t.co/1eRZDk6d6d #iPhone7 #Smartphone #Tech,en
Ev,SC : sluttyyyye,RT @_OTFBoy: Apple Wtf Is This? https://t.co/VadTu3FH4u,en
Google Tech AU,"Breaking news, updates and tips from Google",Apple Watch Series 2 vs. Samsung Gear S3 - New Atlas https://t.co/XYi7iJX3vJ,en
COMPUTERS + Deals,COMPUTER DEALS,#forsale #boutique #8154 Apple MacBook Pro 13.3-inch MD101LL/A Dual Core Intel i5 https://t.co/dcx0qzL7os https://t.co/3w6TpzCmYW,en
Fitness Online,Get in shape with @MyTraining. Download the FREE iPhone App:,"hey, I checked that u are a exercise lover, so I suggest you to test my iOS app, it's called ""mytraining"" on Apple https://t.co/7B0EJNoNcQ",en
Trudy Benoit,,Venetian blinds were invented in Japan. #didyouknow #fact #interesting #random  https://t.co/da4f59Ig3a https://t.co/YOUSDicsux,en
Fitness Life,Get in shape with @MyTraining. Download the FREE iPhone App:,"hi, I noticed that u are a health fan, so I ask you to see my new app, it's called MyTraining on apple store https://t.co/cHclIt2QgM",en
Justin Dean,,"38 billion 4 them while our schools lack funding &amp; yalls still fussing over me, when our country fails each other  https://t.co/Jly25BKMHI",en
aleah,and I've always been this heartless,nigga he dead  https://t.co/rbjaGe7tkJ,en
A.RADIO,,#RADIO #TOP40 Now Playing #If It Ain't Love  #Jason Derulo #APPS Apple https://t.co/GIrJLsb5lM Google https://t.co/P24euDWBeU,en
Lauren Richardson,sharyland pioneer c/o 2017,"RT @SavageHumor: idc, Apple could never ever top the iconic iOS 7 update https://t.co/mE6UPFJyhq",en
Ariana Kelley,This is the story of a girl who cried a river and drowned the whole world,RT @CauseWereWasted: The only Apple product that's loyal and lasts forever. https://t.co/E6tqSvYVQp,en
Gym World,Get in shape with @MyTraining. Download the FREE iPhone App:,"hi, I saw that you're a exercise lover, so I encourage u to try my iOS app, it's called MyTraining on apple store https://t.co/UAQOVKFUXV",en
Julian Yeo (dm29),Puns and Witty Remarks. #Brony. Pop Culture Enthusiast. MLP Vector Fanartist. Graphic Designer. Enjoys the company of friends. http://dm29.deviantart.com,"Why I'm stuck on iOS 9.
Jailbreak tweaks like TinyBar and SwipeSelection. Two features of iOS Apple can't do correctly.",en
jules,@kaegann,RT @amooorales: iOS 10 made the music app and Apple Music so fucking trash,en
Reptoid Man,I'm still waiting for that nuclear winter you promised me,Mega props to Apple for making my phone slightly but not horribly worse with #iOS10,en
Robert Wagener,"I'm a Real Estate Agent. I love what I do. Life's a garden, dig it?",@snt08a @exede these are the speeds that I'm getting every night.  I like they blamed #Apple though hahaz https://t.co/h9njDOtTWp,en
